~id,name:String,~label,abbreviation:String
1444,hibernate ogm,development tools,object/grid mapper
1445,hibernate orm,development tools,object/relational mapping
1446,hibernate orm 3,development tools,
1447,hibernate orm 4,development tools,
1448,hibernate orm 5,development tools,
1449,hibernate search,development tools,
1450,hibernate search 4,development tools,
1451,hibernate search 5,development tools,
1452,highcharts.js,development tools,
1453,hp alm,development tools,
1454,hp performance center,development tools,
1455,hp quality center,development tools,
1456,hp quicktest,development tools,
1457,hp service test,development tools,
1458,hp sitescope,development tools,
1459,hp test suite,development tools,
1460,hp testdirector,development tools,
1461,hyper card,development tools,
1462,hyperion dashboard development services,development tools,
1463,ibm debug tool,development tools,
1464,ibm fault analyzer,development tools,
1465,ibm hps,development tools,
1466,ibm rational application developer,development tools,rad
1467,ibm rational developer for system z,development tools,rdz
1468,ibm rational functional tester,development tools,rft
1469,ibm rational quality manager,development tools,
1470,ibm rational software architect,development tools,
1471,ibm rational team concert,development tools,rtc
1472,ibm sb+,development tools,system builder plus
1473,ibm sterling connect:direct,development tools,
1474,icefaces,development tools,
1475,impromptu,development tools,
1476,infinispan,development tools,
1477,infomaker,development tools,
1478,infoman,development tools,
1479,informix metacube,development tools,
1480,infragistics,development tools,
1481,infragritics ultrawingrid,development tools,
1482,install/1,development tools,
1483,installshield,development tools,
1484,insted,development tools,
1485,intel integrated performance primitives,development tools,
1486,intellij,development tools,
1487,intertest,development tools,
1488,iona,development tools,
1489,ionic,development tools,
1490,ios sdk,development tools,
1491,ipf,development tools,
1492,iron speed designer,development tools,
1493,jasmine,development tools,
1494,java development kit,development tools,jdk
1495,java ide,development tools,
1496,jax-ws,development tools,
1497,jbpm,development tools,java business process model
1498,jcaps,development tools,java composite application platform suite
1499,jdepend,development tools,
1500,jdeveloper 11g,development tools,
1501,jedit,development tools,
1502,jekyll,development tools,
1503,jenkins,development tools,
1504,jenkins job dsl plugin,development tools,
1505,jenkins pipeline,development tools,
1506,jes2,development tools,
1507,jes3,development tools,
1508,jest,development tools,
1509,jface,development tools,
1510,jfreechart,development tools,
1511,jgroups,development tools,
1512,jmeter,development tools,
1513,jmock,development tools,
1514,jpa,development tools,java persistence api
1515,jqtouch,development tools,
1516,jquery,development tools,
1517,jquery mobile,development tools,
1518,jquery ui,development tools,
1519,jspdf,development tools,
1520,jsunit,development tools,
1521,junit,development tools,
1522,justinmind,development tools,
1523,jvision,development tools,
1524,k2 for sharepoint,development tools,
1525,karma,development tools,test runner
1526,katalon studio,development tools,
1527,keystone.js,development tools,
1528,kiokudb,development tools,
1529,knockoutjs,development tools,
1530,koa.js,development tools,
1531,kofax kapow,development tools,
1532,kubernetes,development tools,k8s
1533,labview,development tools,national instruments
1534,labwindows/cvi,development tools,
1535,laravel homestead,development tools,
1536,lauterbach emulator,development tools,
1537,leaflet,development tools,
1538,lenovo thin installer,development tools,
1539,leonardo spectrum,development tools,
1540,lex,development tools,
1541,libririan,development tools,
1542,linc,development tools,
1543,liquibase,development tools,
1544,llbl gen pro,development tools,
1545,loadrunner,development tools,
1546,lodash.js,development tools,
1547,log4j,development tools,
1548,log4net,development tools,
1549,lsmw,development tools,
1550,madcap flare,development tools,
1551,magicaldraw,development tools,
1552,make,development tools,gnu make or gmake
1553,mantis,development tools,
1554,masonry,development tools,
1555,mathcad,development tools,
1556,maven,development tools,
1557,mentor graphics pads,development tools,
1558,mercurial,development tools,
1559,mercury load runner,development tools,
1560,metal api,development tools,
1561,meteor.js,development tools,
1562,mfs,development tools,
1563,micro focus cobol,development tools,
1564,microsoft app-v sequencer,development tools,
1565,microsoft azure devops,development tools,
1566,microsoft deployment toolkit,development tools,mdt
1567,microsoft embedded visual tools 3.0,development tools,
1568,microsoft enterprise library,development tools,
1569,microsoft expression blend,development tools,
1570,microsoft frontpage,development tools,
1571,microsoft office infopath,development tools,
1572,microsoft orca,development tools,
1573,microsoft powerapps,development tools,
1574,microsoft sharepoint designer,development tools,
1575,microsoft silverlight,development tools,
1576,microsoft sms installer,development tools,
1577,microsoft sql enterprise manager,development tools,
1578,microsoft test manager,development tools,
1579,microsoft unity framework,development tools,
1580,microsoft visual c,development tools,
1581,microsoft visual c++,development tools,
1582,microsoft visual interdev,development tools,
1583,microsoft visual j++,development tools,
1584,microsoft visual modeler,development tools,
1585,microsoft visual sourcesafe,development tools,
1586,microsoft visual studio,development tools,
1587,microsoft visual studio 2015,development tools,
1588,microsoft visual studio 2017,development tools,
1589,microsoft visual studio 2019,development tools,
1590,microsoft visual studio code,development tools,
1591,microsoft visual studio lab management,development tools,
1592,microsoft visual studio team system,development tools,vsts
1593,microsoft visual studio test professional,development tools,
1594,microsoft web application stress tool,development tools,
1595,microsoft windows installer,development tools,
1596,microsoft windows installer xml toolset,development tools,wix
1597,microstation,development tools,
1598,middlegen,development tools,
1599,mks source integrity,development tools,
1600,mmr,development tools,
1601,mobile webkit,development tools,
1602,mocha,development tools,
1603,mockito,development tools,
1604,modelsim,development tools,
1605,mojolicious,development tools,
1606,moment.js,development tools,
1607,mono,development tools,
1608,moose,development tools,
1609,mootools,development tools,
1610,moq,development tools,
1611,morphx,development tools,
1612,mosaico,development tools,
1613,motorola emulator til 68705,development tools,
1614,ms composite application guidance,development tools,
1615,msbuild,development tools,microsoft build tools
1616,mse magic e-developer,development tools,
1617,msi packaging tools,development tools,
1618,mstest,development tools,
1619,mysql-front,development tools,
1620,nant,development tools,
1621,national instruments labview,development tools,
1622,ncover,development tools,
1623,ndepend,development tools,
1624,nebula,development tools,
1625,nest.js,development tools,
1626,netbeans,development tools,
1627,netegrity siteminder,development tools,
1628,newrelic,development tools,
1629,next.js,development tools,
1630,nexus,development tools,
1631,ngrx,development tools,
1632,ni multisim,development tools,
1633,ninject,development tools,
1634,nlog,development tools,
1635,nmock,development tools,
1636,node.js,development tools,
1637,node-red,development tools,
1638,npm,development tools,node package manager
1639,nuget,development tools,
1640,numpy,development tools,python
1641,nunit,development tools,
1642,nx,development tools,nx.dev
1643,object cycle,development tools,
1644,object domain,development tools,
1645,objekt pascal,development tools,
1646,oliver,development tools,
1647,oma,development tools,
1648,omniscient.js,development tools,
1649,oocss,development tools,object-oriented css
1650,opencv library,development tools,
1651,openlayers,development tools,javascript
1652,openscenegraph,development tools,osg
1653,opus,development tools,
1654,oracle adf business components,development tools,
1655,oracle adf faces,development tools,
1656,oracle advanced queue,development tools,
1657,oracle advanced replication,development tools,
1658,oracle application express,development tools,apex
1659,oracle applications,development tools,
1660,oracle bi applications,development tools,
1661,oracle bi enterprise edition,development tools,obiee
1662,oracle bi publisher,development tools,
1663,oracle co-operative applications,development tools,
1664,oracle data guard,development tools,
1665,oracle designer,development tools,
1666,oracle developer,development tools,
1667,oracle discoverer,development tools,
1668,oracle enterprise manager - dba studio,development tools,
1669,oracle financial analyzer,development tools,ofa
1670,oracle financials,development tools,
1671,oracle forms,development tools,
1672,oracle grid control,development tools,
1673,oracle interconnect,development tools,
1674,oracle olap 10g,development tools,
1675,oracle parallel server,development tools,ops
1676,oracle pro*c,development tools,
1677,oracle pro*cobol,development tools,
1678,oracle recovery manager,development tools,rman
1679,oracle reports,development tools,
1680,oracle reportwriter,development tools,
1681,oracle rpt/rpf,development tools,
1682,oracle sales analyzer,development tools,
1683,oracle server manager,development tools,
1684,oracle soa suite,development tools,
1685,oracle sql developer data modeler,development tools,
1686,oracle sql loader,development tools,
1687,oracle sql menu,development tools,
1688,oracle sqldba,development tools,
1689,oracle streams,development tools,
1690,oracle warehouse builder,development tools,
1691,oracle workflow,development tools,
1692,oracle*case,development tools,
1693,orcad capture,development tools,
1694,orcad layout,development tools,
1695,pandas,development tools,python
1696,papyrus designer,development tools,
1697,pathmaker,development tools,
1698,pattern lab,development tools,
1699,pbdoc,development tools,
1700,perforce,development tools,
1701,perl orm,development tools,
1702,phantomjs,development tools,
1703,phonegap,development tools,
1704,php mess detector,development tools,phpmd
1705,phpstorm,development tools,
1706,phpunit,development tools,
1707,physical compiler,development tools,
1708,pillow,development tools,python
1709,pl/sql developer,development tools,
1710,plack,development tools,
1711,platinum,development tools,
1712,pmw,development tools,
1713,pngopt,development tools,
1714,polarion alm,development tools,
1715,polymer js,development tools,
1716,poseidon for uml,development tools,
1717,postcss,development tools,
1718,postman,development tools,
1719,powerbuilder,development tools,
1720,powerdesigner,development tools,
1721,powergen,development tools,
1722,preact,development tools,
1723,predict,development tools,
1724,predict case,development tools,
1725,prettier,development tools,
1726,prince,development tools,prince xml
1727,protractor,development tools,
1728,pspice,development tools,
1729,pubnub,development tools,
1730,push to test,development tools,
1731,putty,development tools,
1732,pvcs,development tools,
1733,pycharm,development tools,python
1734,pygame,development tools,python
1735,pygtk,development tools,python
1736,pyqt,development tools,python
1737,pyspark,development tools,
1738,pytorch,development tools,python
1739,qacenter,development tools,
1740,qacomplete,development tools,
1741,qadirector,development tools,
1742,qarun,development tools,
1743,qmf,development tools,
1744,qt,development tools,
1745,qt creator,development tools,
1746,qtopia,development tools,
1747,qualcomm qpst,development tools,
1748,quest coexistence manager,development tools,
1749,quest migration manager for active director,development tools,
1750,quest notes migrator for exchange,development tools,
1751,quest notes migrator for sharepoint,development tools,
1752,quest sql-navigator,development tools,
1753,quest toad,development tools,
1754,quick test pro,development tools,qtp
1755,qunit,development tools,
1756,ractive.js,development tools,
1757,rancher,development tools,
1758,ranorex,development tools,
1759,rapise,development tools,
1760,rational ada,development tools,
1761,rational application developer,development tools,
1762,rational clearcase,development tools,
1763,rational clearddts,development tools,
1764,rational clearquest,development tools,
1765,rational purecoverage,development tools,
1766,rational robot,development tools,
1767,rational rose,development tools,
1768,rational software modeler,development tools,rsm
1769,rational teamtest,development tools,
1770,rational test suite,development tools,
1771,rational unified process,development tools,
1772,rational visual purify,development tools,
1773,rational visual quantify,development tools,
1774,rational visual test,development tools,
1775,rdlc,development tools,report definition language client-side
1776,react native,development tools,
1777,reactivecocoa,development tools,rac
1778,reactivex,development tools,
1779,reactjs,development tools,
1780,readyapi,development tools,
1781,reconcile,development tools,
1782,redux,development tools,
1783,report builder,development tools,
1784,reqtest,development tools,
1785,require.js,development tools,
1786,resharper,development tools,
1787,restkit,development tools,
1788,retrofit,development tools,android
1789,revolve,development tools,
1790,riot.js,development tools,
1791,ris/pacs,development tools,
1792,rivets.js,development tools,
1793,rm-panels,development tools,
1794,robohelp,development tools,
1795,robohtml,development tools,
1796,ronin,development tools,
1797,rspec,development tools,
1798,rstudio,development tools,
1799,rxcocoa,development tools,reactive cocoa
1800,rxjs,development tools,
1801,rxswift,development tools,reactive swift
1802,saaj,development tools,
1803,sails.js,development tools,
1804,sap abap workbench,development tools,
1805,sap badi,development tools,business add ins
1806,sap crystal reports,development tools,
1807,sap edi tools,development tools,
1808,sap smart forms,development tools,
1809,sap user exits,development tools,
1810,sap.net connector,development tools,
1811,sas dde,development tools,dynamic data exchange
1812,sas etl studio,development tools,
1813,sas macro,development tools,
1814,sas macro command,development tools,
1815,sas macro command di,development tools,data integration
1816,sas macro command etl,development tools,
1817,sas macro di,development tools,data integration
1818,sas macro etl,development tools,
1819,sas wrs,development tools,web report studio
1820,sattline,development tools,
1821,scala build tool,development tools,sbt
1822,scikit-learn,development tools,python
1823,scipy,development tools,python
1824,sclm,development tools,
1825,scm,development tools,software configuration management
1826,scratchbox,development tools,
1827,sdesignor,development tools,
1828,sdf,development tools,
1829,sdf / sdf ii,development tools,
1830,sdo,development tools,
1831,sdsf/sdsf2,development tools,
1832,seapine - testtrack,development tools,
1833,seapine qa wizard,development tools,
1834,seapine test track pro,development tools,
1835,see,development tools,
1836,select se,development tools,
1837,selenium,development tools,
1838,selenium ide,development tools,
1839,selenium webdriver,development tools,
1840,semantic ui,development tools,
1841,sencha touch,development tools,
1842,sensu,development tools,
1843,serena changeman zmf,development tools,
1844,serilog,development tools,
1845,shiny,development tools,
1846,shinyjs,development tools,
1847,siemens step 7,development tools,
1848,silex,development tools,
1849,silkperformer,development tools,
1850,silktest,development tools,
1851,simatic hmi,development tools,siemens
1852,simula,development tools,
1853,smartinspect,development tools,
1854,smarttest,development tools,
1855,smp,development tools,
1856,snasm,development tools,
1857,soapscope,development tools,
1858,soapui,development tools,
1859,softomotive processrobot,development tools,
1860,sonarqube,development tools,
1861,source code control system,development tools,sccs
1862,sparx system enterprise architect,development tools,sea
1863,spatial etl,development tools,
1864,spiratest,development tools,
1865,splunk,development tools,
1866,spock,development tools,
1867,spod,development tools,
1868,spufi,development tools,
1869,sql navigator,development tools,
1870,ssadm-sf,development tools,
1871,state management,development tools,
1872,stk components,development tools,
1873,structuremap,development tools,
1874,stsadm,development tools,sharepoint services
1875,sun workshop pro,development tools,
1876,superbase,development tools,
1877,svn,development tools,subversion
1878,swig,development tools,
1879,swt,development tools,
1880,symantec c++,development tools,
1881,symantec café,development tools,
1882,syncort dbos,development tools,
1883,tail,development tools,
1884,talend big data,development tools,
1885,talend open studio,development tools,
1886,team developer,development tools,
1887,teamcity,development tools,
1888,techsmith snagit,development tools,
1889,telerik,development tools,
1890,tensorflow,development tools,
1891,test script,development tools,
1892,testcomplete,development tools,
1893,testdirector,development tools,
1894,testlink,development tools,
1895,testpartner,development tools,
1896,teststand,development tools,national instruments
1897,testtrack,development tools,
1898,textmate,development tools,
1899,the internet adapter,development tools,tia
1900,three.js,development tools,
1901,tia portal,development tools,simatic step 7
1902,tia portal v14,development tools,
1903,timeextender,development tools,
1904,tkinter,development tools,python
1905,tkprof,development tools,
1906,together control center,development tools,
1907,tortoisesvn,development tools,
1908,trackrecord,development tools,
1909,tricentis tosca,development tools,
1910,tso/ispf,development tools,
1911,twig,development tools,
1912,typemock isolator,development tools,
1913,uft,development tools,
1914,uiq,development tools,user interface quartz
1915,ultraedit,development tools,
1916,ultramake,development tools,
1917,underscore.js,development tools,
1918,unicom system architect,development tools,
1919,unigui web application framework,development tools,
1920,unity,development tools,game engine
1921,unity 2017,development tools,
1922,unity3d,development tools,
1923,uss,development tools,unix system services
1924,uxpin,development tools,
1925,vanillajs,development tools,
1926,velocity,development tools,middlegen
1927,verify,development tools,
1928,vermont hightest plus,development tools,
1929,vi,development tools,
1930,vispro c++,development tools,
1931,visual age,development tools,
1932,visual age c++,development tools,
1933,visual age for java,development tools,
1934,visual age generator,development tools,vag
1935,visual builder,development tools,
1936,visual paradigm,development tools,
1937,visual slickedit devolopment environment for unix,development tools,
1938,volley,development tools,android
1939,vsts test edition,development tools,
1940,vue.js,development tools,
1941,vuforia,development tools,
1942,watcom c++,development tools,
1943,watir,development tools,
1944,web inspector,development tools,
1945,web processing service,development tools,wps
1946,webflow,development tools,
1947,weblogic workshop,development tools,
1948,webmethods,development tools,
1949,webpack,development tools,
1950,websphere business integration message broker,development tools,
1951,websphere business modeler,development tools,wbm
1952,websphere development studio,development tools,
1953,websphere integration developer,development tools,
1954,websphere studio,development tools,
1955,websphere studio application developer,development tools,wsad
1956,webvr,development tools,
1957,weinre,development tools,
1958,wherescape 3d,development tools,
1959,wherescape® automation,development tools,
1960,wherescape® data vault express,development tools,
1961,wherescape® red,development tools,
1962,whm,development tools,web host manager
1963,wijmo control library,development tools,
1964,winautomation,development tools,
1965,wincc,development tools,
1966,windows driver device kit,development tools,winddk
1967,windows driver kit,development tools,wdk
1968,windows registry,development tools,
1969,windows template library,development tools,wtl
1970,wireshark,development tools,
1971,wise for windows installer,development tools,
1972,wise installmaster,development tools,
1973,wise package studio,development tools,
1974,wxpython,development tools,
1975,xamarin,development tools,
1976,xamarin.android,development tools,
1977,xamarin.forms,development tools,
1978,xamarin.ios,development tools,
1979,xamarin.mac,development tools,
1980,xapian,development tools,
1981,xcode,development tools,
1982,xdoclet,development tools,
1983,xhgui,development tools,
1984,xhprof,development tools,
1985,xilinx edk,development tools,
1986,xilinx ise,development tools,
1987,xml spy,development tools,
1988,xml thunder,development tools,
1989,xmlunit,development tools,
1990,xpediter,development tools,
1991,xpediter cics,development tools,
1992,xpediter tso,development tools,
1993,xpf,development tools,
1994,xray for jira,development tools,
1995,yacc,development tools,
1996,yui library,development tools,
1997,zephyr,development tools,
1998,5nine cloud security,middleware os system software,
1999,5nine manager,middleware os system software,
2000,acm,middleware os system software,mpi tech
2001,advfs,middleware os system software,
2002,alteryx,middleware os system software,
2003,altiris deployment suite,middleware os system software,
2004,ansible,middleware os system software,
2005,aos/vs,middleware os system software,
2006,apache 2,middleware os system software,web server
2007,apache tomcat,middleware os system software,
2008,apache web server,middleware os system software,
2009,apple push notification system,middleware os system software,
2010,application infrastructure,middleware os system software,
2011,application virtualization,middleware os system software,
2012,appsense,middleware os system software,
2013,appworx,middleware os system software,
2014,aqualogic,middleware os system software,
2015,aqualogic data services platform,middleware os system software,aldsp
2016,aqualogic service bus,middleware os system software,alsb
2017,as2 adapter,middleware os system software,
2018,as3 adapter,middleware os system software,
2019,atlassian bamboo,middleware os system software,
2020,atlassian fisheye,middleware os system software,
2021,atlassian sourcetree,middleware os system software,
2022,autonomy idol server,middleware os system software,
2023,axiomatics services manager,middleware os system software,asm
2024,backoffice,middleware os system software,
2025,bdd 2007,middleware os system software,
2026,berkeley internet name domain,middleware os system software,bind
2027,bigbrother,middleware os system software,
2028,biztalk360,middleware os system software,
2029,blackberry enterprise server,middleware os system software,bes
2030,blackberry internet service,middleware os system software,bis
2031,blackberry mobile voice system,middleware os system software,blackberry mvs
2032,blueprism,middleware os system software,robot process automation
2033,bmc control-m,middleware os system software,
2034,ca workload automation,middleware os system software,
2035,ca-detector,middleware os system software,
2036,caucho resin,middleware os system software,
2037,cisco packet tracer,middleware os system software,
2038,cisco wan manager,middleware os system software,
2039,citrix cloudgateway,middleware os system software,
2040,citrix edgesite,middleware os system software,
2041,citrix hypervisor,middleware os system software,
2042,citrix metaframe,middleware os system software,
2043,citrix netscaler,middleware os system software,
2044,citrix presentation server,middleware os system software,
2045,citrix secure hub,middleware os system software,
2046,citrix vdi-in-a-box,middleware os system software,
2047,citrix virtual apps & desktop,middleware os system software,
2048,citrix xenapp,middleware os system software,
2049,citrix xendesktop,middleware os system software,
2050,codesoft,middleware os system software,
2051,cold fusion,middleware os system software,
2052,commvault simpana,middleware os system software,
2053,content delivery network,middleware os system software,cdn
2054,courier-imap,middleware os system software,
2055,crossworlds,middleware os system software,
2056,cruisecontrol.net server,middleware os system software,
2057,cyberark application identity manager,middleware os system software,iam
2058,cyberark enterprise password vault,middleware os system software,epv
2059,cyberark privileged session manager,middleware os system software,psm
2060,db2 performance monitor,middleware os system software,
2061,demandware commerce,middleware os system software,
2062,desktop virtualization,middleware os system software,
2063,desqview,middleware os system software,
2064,dfsmsrmm,middleware os system software,
2065,directory service,middleware os system software,
2066,divine,middleware os system software,
2067,driveimage,middleware os system software,
2068,drupal,middleware os system software,
2069,drupal 5,middleware os system software,
2070,drupal 6,middleware os system software,
2071,drupal 7,middleware os system software,
2072,drupal 8,middleware os system software,
2073,eai,middleware os system software,
2074,easerver,middleware os system software,
2075,easyrecovery,middleware os system software,
2076,e-directory,middleware os system software,novell directory services
2077,eflow,middleware os system software,top image systems
2078,emet,middleware os system software,enhanced mitigation experience toolkit
2079,enhydra application server,middleware os system software,
2080,enterprise content management,middleware os system software,ecm
2081,enterprise service bus,middleware os system software,esb
2082,entire/x,middleware os system software,
2083,entrust authority pki,middleware os system software,
2084,entrust getaccess,middleware os system software,
2085,epm,middleware os system software,mpi tech
2086,ess,middleware os system software,
2087,fatwire,middleware os system software,
2088,fedora,middleware os system software,
2089,filemaker mobile,middleware os system software,
2090,filemaker server,middleware os system software,
2091,filemaker server advanced,middleware os system software,
2092,forefront unified access gateway,middleware os system software,uag
2093,front arena,middleware os system software,
2094,frontec amtrix,middleware os system software,
2095,geb,middleware os system software,
2096,ghost,middleware os system software,
2097,gigaspaces,middleware os system software,
2098,github,middleware os system software,
2099,gnu,middleware os system software,
2100,google search appliance,middleware os system software,gsa
2101,haproxy,middleware os system software,
2102,harbor/nsm,middleware os system software,
2103,hitex ocd tools,middleware os system software,
2104,hornetq,middleware os system software,
2105,hp business service management,middleware os system software,
2106,hp service manager,middleware os system software,
2107,hp systems insight manager,middleware os system software,
2108,hyperion shared services,middleware os system software,
2109,ibm dfsms,middleware os system software,data facility storage management
2110,ibm dfsmshsm,middleware os system software,
2111,ibm director,middleware os system software,
2112,ibm i acs,middleware os system software,access client solutions
2113,ibm infosphere cdc,middleware os system software,
2114,ibm mq,middleware os system software,
2115,ibm netview ftp,middleware os system software,
2116,ibm omegamon,middleware os system software,
2117,ibm pcomm,middleware os system software,personal communications
2118,ibm psf,middleware os system software,print services facility
2119,ibm rational business developer,middleware os system software,
2120,ibm riscwatch processor probe,middleware os system software,
2121,ibm security access manager,middleware os system software,
2122,ibm security access manager esso,middleware os system software,
2123,ibm system i5 express,middleware os system software,
2124,ibm tam,middleware os system software,tivoli access manager
2125,ibm tbsm,middleware os system software,tivoli business service manager
2126,ibm tcim,middleware os system software,tivoli compliance insight manager
2127,ibm tdi,middleware os system software,tivoli directory integrator
2128,ibm tdm,middleware os system software,tivoli distributed monitoring
2129,ibm tec,middleware os system software,tivoli enterprise console
2130,ibm tip,middleware os system software,tivoli integrated portal
2131,ibm tivoli data warehouse,middleware os system software,
2132,ibm tivoli monitoring,middleware os system software,
2133,ibm tivoli netcool/impact,middleware os system software,
2134,ibm tivoli netcool/omnibus,middleware os system software,
2135,ibm tivoli netcool/webtop,middleware os system software,
2136,ibm tivoli netview,middleware os system software,
2137,ibm tivoli software distribution,middleware os system software,
2138,ibm tivoli user administration,middleware os system software,
2139,ibm tn3270,middleware os system software,
2140,ibm tpm,middleware os system software,tivoli provisioning manager
2141,ibm trc,middleware os system software,tivoli remote control
2142,ibm tws,middleware os system software,tivoli workload scheduler
2143,ibm vtam,middleware os system software,virtual telecomm access method
2144,idapss,middleware os system software,mpi tech
2145,imagecast,middleware os system software,
2146,inprise application server,middleware os system software,
2147,iplanet web server,middleware os system software,
2148,jamf pro,middleware os system software,
2149,java virtual machine,middleware os system software,jvm
2150,jboss,middleware os system software,
2151,jboss business rules management system,middleware os system software,brms
2152,jboss enterprise application platform,middleware os system software,
2153,jboss enterprise data services platform,middleware os system software,
2154,jboss enterprise soa platform,middleware os system software,
2155,jboss esb,middleware os system software,
2156,jboss fuse,middleware os system software,
2157,jboss marshalling,middleware os system software,
2158,jboss messaging,middleware os system software,jboss mq
2159,jboss operations network,middleware os system software,jboss on
2160,jboss portal,middleware os system software,
2161,jetty,middleware os system software,
2162,jfrog artifactory,middleware os system software,
2163,jira service desk,middleware os system software,
2164,kvm,middleware os system software,kernel-based virtual machine
2165,lauterbach icd,middleware os system software,
2166,lvm,middleware os system software,logical volume manager
2167,mainframe express,middleware os system software,
2168,mc/serviceguard,middleware os system software,
2169,mcafee groupshield,middleware os system software,
2170,mediusflow,middleware os system software,
2171,merant pvcs version manager,middleware os system software,
2172,merva/esa,middleware os system software,
2173,microsoft application center 2000,middleware os system software,
2174,microsoft azure event hub,middleware os system software,
2175,microsoft biztalk esb toolkit,middleware os system software,
2176,microsoft biztalk server,middleware os system software,
2177,microsoft biztalk server 2010,middleware os system software,
2178,microsoft biztalk server 2013,middleware os system software,
2179,microsoft biztalk server 2013 r2,middleware os system software,
2180,microsoft biztalk server 2016,middleware os system software,
2181,microsoft biztalk server adapters,middleware os system software,
2182,microsoft cloud app security,middleware os system software,
2183,microsoft cms,middleware os system software,
2184,microsoft commerce server,middleware os system software,
2185,microsoft content management server,middleware os system software,
2186,microsoft e-commerce server,middleware os system software,
2187,microsoft exchange online,middleware os system software,
2188,microsoft exchange server,middleware os system software,
2189,microsoft exchange server 2010,middleware os system software,
2190,microsoft exchange server 2013,middleware os system software,
2191,microsoft exchange server 2016,middleware os system software,
2192,microsoft failover cluster manager,middleware os system software,msfcm
2193,microsoft forefront tmg,middleware os system software,
2194,microsoft host integration server 2000,middleware os system software,
2195,microsoft hyper-v,middleware os system software,
2196,microsoft identity integration server,middleware os system software,miis
2197,microsoft internet information services,middleware os system software,iis
2198,microsoft isa server,middleware os system software,
2199,microsoft live communication server,middleware os system software,
2200,microsoft lync,middleware os system software,
2201,microsoft message queuing,middleware os system software,msmq
2202,microsoft office communications server,middleware os system software,
2203,microsoft office sharepoint foundation 2010,middleware os system software,
2204,microsoft office sharepoint server,middleware os system software,moss
2205,microsoft operations management suite,middleware os system software,oms
2206,microsoft operations manager 2005,middleware os system software,
2207,microsoft operations manager 2007,middleware os system software,
2208,microsoft proxy server,middleware os system software,
2209,microsoft security compliance manager,middleware os system software,scm
2210,microsoft sharepoint,middleware os system software,
2211,microsoft sharepoint online,middleware os system software,office 365
2212,microsoft sharepoint portal server,middleware os system software,
2213,microsoft sharepoint server,middleware os system software,
2214,microsoft site server,middleware os system software,
2215,microsoft small business server,middleware os system software,
2216,microsoft sna server,middleware os system software,
2217,microsoft system center,middleware os system software,
2218,microsoft system center data protection mgr,middleware os system software,dpm
2219,microsoft terminal services manager,middleware os system software,
2220,microsoft transaction server,middleware os system software,
2221,microsoft virtual desktop infrastructure,middleware os system software,vdi
2222,microsoft virtual server 2005,middleware os system software,
2223,microsoft web services enhancements,middleware os system software,wse
2224,mks,middleware os system software,
2225,mqs,middleware os system software,
2226,mqseries,middleware os system software,
2227,mrtg,middleware os system software,
2228,mule esb,middleware os system software,
2229,nagios,middleware os system software,
2230,netiq application manager 5.0,middleware os system software,
2231,netscape server,middleware os system software,
2232,neuron-esb,middleware os system software,
2233,nginx,middleware os system software,engine x
2234,non stop,middleware os system software,
2235,novel zenworks configuration manager,middleware os system software,zcm
2236,octopus deploy,middleware os system software,
2237,office business applications,middleware os system software,oba
2238,opencms,middleware os system software,
2239,opentext archive server,middleware os system software,
2240,opentext content server,middleware os system software,
2241,openwebcms,middleware os system software,owcms
2242,oracle application server,middleware os system software,oas
2243,oracle business process management,middleware os system software,obpm
2244,oracle data integrator,middleware os system software,
2245,oracle golden gate,middleware os system software,
2246,oracle portal,middleware os system software,
2247,oracle service bus,middleware os system software,osb
2248,oracle webdb,middleware os system software,
2249,oracle xmldb,middleware os system software,
2250,orbix,middleware os system software,
2251,orion application server,middleware os system software,
2252,orsyp $universe,middleware os system software,
2253,osgi,middleware os system software,
2254,partitionmagic,middleware os system software,
2255,pathworks,middleware os system software,
2256,pc/104,middleware os system software,
2257,postfix,middleware os system software,
2258,powermart,middleware os system software,
2259,premisql,middleware os system software,
2260,prometheus,middleware os system software,
2261,proswitch,middleware os system software,
2262,proxmox,middleware os system software,
2263,puppet,middleware os system software,
2264,qemu,middleware os system software,quick emulator
2265,qmail,middleware os system software,
2266,rabbitmq,middleware os system software,
2267,readsoft invoice processing,middleware os system software,
2268,red hat satellite,middleware os system software,
2269,red hat satellite 5,middleware os system software,
2270,red hat satellite 6,middleware os system software,
2271,remobjects dataabstract,middleware os system software,
2272,remobjects sdk,middleware os system software,
2273,retek,middleware os system software,
2274,role tailored client,middleware os system software,rtc
2275,rrdtool,middleware os system software,
2276,samba,middleware os system software,
2277,sccm,middleware os system software,
2278,sccm 2007,middleware os system software,
2279,sccm 2012,middleware os system software,
2280,sccm 2016,middleware os system software,
2281,scom,middleware os system software,
2282,scom 2007,middleware os system software,
2283,scom 2012,middleware os system software,
2284,scom 2016,middleware os system software,
2285,screwdrivers,middleware os system software,print platform
2286,scsm,middleware os system software,
2287,sdd,middleware os system software,
2288,sdsf,middleware os system software,
2289,seebeyon,middleware os system software,stc
2290,sendmail,middleware os system software,
2291,server virtualization,middleware os system software,
2292,silverstream,middleware os system software,
2293,skype for business server 2015,middleware os system software,
2294,slf4j,middleware os system software,simple logging facade for java
2295,sql clustering,middleware os system software,
2296,squid,middleware os system software,
2297,stonebranch universal agent,middleware os system software,
2298,stonebranch universal automation center,middleware os system software,
2299,stonebranch universal controller,middleware os system software,
